route	methods	auth_check	cron_check	sig_check
digital-products/ideas/route.ts	POST	yes	-	-
digital-products/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
digital-products/analytics/route.ts	GET	yes	-	-
okr/kr/route.ts	DELETE,GET,PATCH,POST	yes	-	-
okr/[id]/route.ts	DELETE,PATCH	yes	-	-
satisfaction/insights/route.ts	POST	yes	-	-
satisfaction/[id]/route.ts	DELETE,PATCH	yes	-	-
satisfaction/stats/route.ts	GET	yes	-	-
deliverables/revisions/route.ts	GET,POST	yes	-	-
snooze-reminders/[id]/route.ts	PATCH	yes	-	-
invoice-aging/remind/route.ts	POST	yes	-	-
contracts/generated/route.ts	DELETE,GET,PATCH,POST	yes	-	-
contracts/ai-draft/route.ts	POST	yes	-	-
contracts/generate/route.ts	POST	yes	-	-
contracts/templates/route.ts	GET	-	-	-
contracts/analyze/route.ts	POST	yes	-	-
contracts/[id]/route.ts	DELETE,GET,PATCH,PUT	yes	-	-
contracts/send/route.ts	POST	yes	-	-
contracts/expiring/route.ts	GET	yes	-	-
contracts/sign/route.ts	POST	-	-	-
project-profitability/insights/route.ts	POST	yes	-	-
project-profitability/costs/route.ts	GET,POST	yes	-	-
project-profitability/[id]/route.ts	PATCH	yes	-	-
projects/bulk-status/route.ts	POST	yes	-	-
projects/ai-brief/route.ts	POST	yes	-	-
projects/profitability/route.ts	GET	yes	-	-
projects/health/route.ts	GET	yes	-	-
projects/burndown/route.ts	GET	yes	-	-
projects/budget-tracker/route.ts	GET	yes	-	-
projects/closeout/route.ts	GET,POST	yes	-	-
projects/list/route.ts		-	-	-
projects/milestones/route.ts	PATCH,POST	yes	-	-
projects/deadlines/route.ts	GET	yes	-	-
projects/milestone-complete/route.ts	POST	yes	-	-
projects/export/route.ts	GET	yes	-	-
projects/portal-token/route.ts	POST	yes	-	-
projects/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
projects/timeline/route.ts	GET,PUT	yes	-	-
projects/scope-summary/route.ts	GET	yes	-	-
client-notes/context/route.ts	GET	yes	-	-
client-notes/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
social-bios/generate/route.ts	POST	yes	-	-
social-bios/[id]/route.ts	DELETE,PUT	yes	-	-
client-gifts/dates/route.ts	GET,POST	yes	-	-
client-gifts/upcoming/route.ts	GET	yes	-	-
client-gifts/ideas/route.ts	POST	yes	-	-
expense-budgets/summary/route.ts	GET	yes	-	-
weekly-summaries/entries/route.ts	GET	yes	-	-
weekly-summaries/generate/route.ts	POST	yes	-	-
press-kits/generate/route.ts	POST	yes	-	-
email-composer/generate/route.ts	POST	yes	-	-
admin/setup-gmail/route.ts	POST	yes	-	-
referral-requests/generate/route.ts	POST	yes	-	-
proof-wall/settings/route.ts	PATCH	yes	-	-
proof-wall/testimonials/route.ts	GET	yes	-	-
proof-wall/case-studies/route.ts	GET	yes	-	-
project-budgets/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
subcontractors/profit-analysis/route.ts	GET	yes	-	-
subcontractors/payments/route.ts	GET,POST	yes	-	-
subcontractors/assignments/route.ts	GET,POST	yes	-	-
subcontractors/recommend/route.ts	POST	yes	-	-
subcontractors/profit-summary/route.ts	GET	yes	-	-
subcontractors/brief/route.ts	POST	yes	-	-
subcontractors/[id]/route.ts	DELETE,GET,PATCH,PUT	yes	-	-
workflows/templates/route.ts	GET	-	-	-
sop-documents/generate/route.ts	POST	yes	-	-
scope-estimates/analyze/route.ts	POST	yes	-	-
brand-voice/generate/route.ts	POST	yes	-	-
v1/clients/route.ts	GET,OPTIONS,POST	yes	-	-
v1/retainers/route.ts	GET,OPTIONS,POST	yes	-	-
v1/ping/route.ts	GET,OPTIONS	yes	-	-
v1/tasks/route.ts	GET,OPTIONS,POST	yes	-	-
v1/invoices/route.ts	GET,OPTIONS,POST	yes	-	-
client-gifts/[id]/route.ts	DELETE	yes	-	-
digest/settings/route.ts	GET,POST	yes	-	-
digest/preferences/route.ts	GET,PUT	yes	-	-
digest/test/route.ts	POST	yes	-	-
digest/preview/route.ts	GET	yes	-	-
digest/send-now/route.ts	POST	yes	-	-
wfh-deductions/calculate/route.ts	POST	yes	-	-
wfh-deductions/advice/route.ts	POST	yes	-	-
revenue-leaks/recommend/route.ts	POST	yes	-	-
payment-reminders/log/route.ts	GET	yes	-	-
payment-reminders/[id]/route.ts	DELETE,PATCH	yes	-	-
net-worth/snapshot/route.ts	POST	yes	-	-
net-worth/items/route.ts	DELETE,GET,PATCH,POST	yes	-	-
tax-calendar/settings/route.ts	GET,PATCH	yes	-	-
tax-calendar/estimate/route.ts	POST	yes	-	-
tax-calendar/[id]/route.ts	DELETE,PATCH	yes	-	-
network/outreach-message/route.ts	POST	yes	-	-
network/referrals/route.ts	GET,POST	yes	-	-
network/contacts/route.ts	GET,POST	yes	-	-
network/ai-message/route.ts	POST	yes	-	-
network/[id]/route.ts	DELETE,GET,PATCH,PUT	yes	-	-
network/reminders/route.ts	GET	yes	-	-
network/stats/route.ts	GET	yes	-	-
email-sequences/generate/route.ts	POST	yes	-	-
email-sequences/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
scope-checks/analyze/route.ts	POST	yes	-	-
crm/leads/route.ts	DELETE,GET,PATCH,POST	yes	-	-
client-appreciation/message/route.ts	POST	yes	-	-
client-appreciation/logs/route.ts	GET,POST	yes	-	-
client-appreciation/events/route.ts	GET,POST	yes	-	-
expense-budgets/[id]/route.ts	DELETE,PATCH	yes	-	-
expenses/scan/route.ts	POST	yes	-	-
expenses/report/route.ts	POST	yes	-	-
expenses/export/route.ts	GET,POST	yes	-	-
expenses/[id]/route.ts	DELETE,GET,PATCH,PUT	yes	-	-
expenses/import/route.ts	POST	yes	-	-
expenses/summary/route.ts	GET	yes	-	-
expenses/recurring/route.ts	GET,POST	yes	-	-
expenses/budget/route.ts	GET,POST	yes	-	-
leads/export/route.ts	GET	yes	-	-
leads/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
leads/import/route.ts	POST	yes	-	-
leads/stats/route.ts	GET	yes	-	-
leads/analytics/route.ts	GET	yes	-	-
retainer-proposals/generate/route.ts	POST	yes	-	-
retainer-proposals/[id]/route.ts	DELETE,GET,PATCH,PUT	yes	-	-
project-briefs/generate/route.ts	POST	yes	-	-
project-briefs/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
service-launch/generate/route.ts	POST	yes	-	-
tax/settings/route.ts	GET,POST	yes	-	-
tax/calculate/route.ts	POST	yes	-	-
tax/income/route.ts	GET	yes	-	-
tax/advice/route.ts	POST	yes	-	-
tax/profile/route.ts	GET,PUT	yes	-	-
tax/estimate/route.ts	GET	yes	-	-
service-descriptions/optimize/route.ts	POST	yes	-	-
content/generate-ideas/route.ts	POST	yes	-	-
content/write-post/route.ts	POST	yes	-	-
content/[id]/route.ts	DELETE,PUT	yes	-	-
work-logs/[date]/route.ts	DELETE,GET,PATCH	yes	-	-
cashflow/forecast/route.ts	GET	yes	-	-
cashflow/advice/route.ts	POST	yes	-	-
settings/public-profile/route.ts	GET,PATCH	yes	-	-
settings/schedule/route.ts	GET,PATCH	yes	-	-
settings/late-fees/route.ts	GET,PATCH	yes	-	-
settings/profile/route.ts	PATCH	yes	-	-
settings/send-test-email/route.ts	POST	yes	-	-
settings/avatar/route.ts	POST	yes	-	-
settings/rate-calculator/route.ts	GET,PATCH	yes	-	-
settings/checkins/route.ts	GET,POST	yes	-	-
settings/notifications/route.ts	GET,PATCH	yes	-	-
settings/reminders/route.ts	GET,PATCH	yes	-	-
settings/goal/route.ts	PATCH	yes	-	-
retainer-manager/[id]/route.ts	DELETE,GET,PATCH,PUT	yes	-	-
quarterly-reviews/analyze/route.ts	POST	yes	-	-
pipeline/next-actions/route.ts	GET	yes	-	-
pipeline/[id]/route.ts	DELETE,GET,PATCH,PUT	yes	-	-
pipeline/stats/route.ts	GET	yes	-	-
work-boundaries/time-off/route.ts	DELETE,GET,POST	yes	-	-
work-boundaries/boundary-script/route.ts	POST	yes	-	-
income-targets/progress/route.ts	GET	yes	-	-
income-targets/advice/route.ts	POST	yes	-	-
business-expenses/export/route.ts	GET	yes	-	-
business-expenses/[id]/route.ts	DELETE,PATCH	yes	-	-
proposal-docs/generate/route.ts	POST	yes	-	-
proposal-docs/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
satisfaction-surveys/[id]/route.ts	DELETE,GET	yes	-	-
satisfaction-surveys/analytics/route.ts	GET	yes	-	-
daily-tips/today/route.ts	GET	yes	-	-
daily-tips/[id]/route.ts	PATCH	yes	-	-
invoice-reminders/generate-message/route.ts	POST	yes	-	-
invoice-reminders/generate/route.ts	POST	yes	-	-
invoice-reminders/rules/route.ts	GET,PATCH,POST	yes	-	-
invoice-reminders/scheduled/route.ts	GET,POST	yes	-	-
invoice-reminders/stats/route.ts	GET	yes	-	-
invoice-reminders/overdue/route.ts	GET	yes	-	-
project-debriefs/generate/route.ts	POST	yes	-	-
retainers/forecast/route.ts	GET	yes	-	-
retainers/usage/route.ts	GET	yes	-	-
retainers/[id]/route.ts	DELETE,GET,PATCH,PUT	yes	-	-
retainers/summary/route.ts	GET	yes	-	-
vendors/payments/route.ts	DELETE,GET,PATCH,POST	yes	-	-
vendors/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
timezone-clients/[id]/route.ts	DELETE,PATCH	yes	-	-
rate-cards/enhance/route.ts	POST	yes	-	-
rate-cards/[id]/route.ts	DELETE,GET,PUT	yes	-	-
notes/[id]/route.ts	DELETE,PATCH	yes	-	-
scope-analyzer/analyze/route.ts	POST	yes	-	-
scope-analyzer/[id]/route.ts	DELETE	yes	-	-
offboarding-checklists/generate/route.ts	POST	yes	-	-
faq-generator/generate/route.ts	POST	yes	-	-
faq-generator/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
profile/username/route.ts	GET,PATCH,POST	yes	-	-
brand-guide/generate/route.ts	POST	yes	-	-
brand-guide/export/route.ts	GET	yes	-	-
team/assignments/route.ts	DELETE,GET,POST	yes	-	-
team/time/route.ts	GET,POST	yes	-	-
team/members/route.ts	GET,POST	yes	-	-
team/payouts/route.ts	GET,POST	yes	-	-
comm-templates/generate/route.ts	POST	yes	-	-
comm-templates/[id]/route.ts	DELETE,PUT	yes	-	-
savings/[id]/deposit/route.ts	POST	yes	-	-
savings/[id]/transactions/route.ts	GET	yes	-	-
questionnaires/fill/[token]/route.ts	GET,POST	-	-	-
questionnaires/[id]/responses/route.ts	GET	yes	-	-
testimonials/collect/[token]/route.ts	GET,POST	-	-	-
testimonials/submit/[token]/route.ts	GET,POST	-	-	-
testimonials/requests/[id]/route.ts	DELETE,PATCH	yes	-	-
v1/goals/route.ts	GET,OPTIONS,POST	yes	-	-
v1/activity/route.ts	GET,OPTIONS	yes	-	-
v1/expenses/route.ts	GET,OPTIONS,POST	yes	-	-
v1/leads/route.ts	GET,OPTIONS,POST	yes	-	-
v1/contracts/route.ts	GET,OPTIONS,POST	yes	-	-
v1/projects/route.ts	GET,OPTIONS,POST	yes	-	-
v1/smart-brief/route.ts	GET,OPTIONS	yes	-	-
v1/recurring-invoices/route.ts	GET,OPTIONS,POST	yes	-	-
v1/search/route.ts	GET,OPTIONS	yes	-	-
v1/dashboard/route.ts	GET,OPTIONS	yes	-	-
v1/notes/route.ts	GET,OPTIONS,POST	yes	-	-
v1/me/route.ts	GET,OPTIONS,PATCH	yes	-	-
v1/milestones/route.ts	GET,OPTIONS,POST	yes	-	-
v1/export/route.ts	GET,OPTIONS	yes	-	-
v1/time-entries/route.ts	GET,OPTIONS,POST	yes	-	-
v1/webhooks/route.ts	GET,OPTIONS,POST	yes	-	-
v1/notifications/route.ts	GET,OPTIONS,POST	yes	-	-
v1/proposals/route.ts	GET,OPTIONS	yes	-	-
v1/analytics/route.ts	GET,OPTIONS	yes	-	-
v1/reports/route.ts	GET,OPTIONS	yes	-	-
income-diversification/analyze/route.ts	POST	yes	-	-
bio-generator/generate/route.ts	POST	yes	-	-
bio-generator/[id]/route.ts	DELETE	yes	-	-
time-reports/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
time-reports/generate-summary/route.ts	POST	yes	-	-
time-blocks/templates/route.ts	DELETE,GET,POST,PUT	yes	-	-
snippets/[id]/route.ts	DELETE,PATCH	yes	-	-
negotiations/generate/route.ts	POST	yes	-	-
insights/latest/route.ts	GET	yes	-	-
insights/generate/route.ts	POST	yes	-	-
clients/unread-messages/route.ts	GET	yes	-	-
clients/check-ins/route.ts	DELETE,GET,PATCH,POST	yes	-	-
clients/statement-email/route.ts	POST	yes	-	-
clients/winback-candidates/route.ts	GET	yes	-	-
clients/anniversaries/route.ts	GET	yes	-	-
clients/health-scores/route.ts	GET	yes	-	-
clients/inactive/route.ts	GET	yes	-	-
clients/testimonial-email/route.ts	POST	yes	-	-
clients/tiers/route.ts	GET	yes	-	-
clients/welcome/route.ts	POST	yes	-	-
clients/testimonial-token/route.ts	POST	yes	-	-
clients/referral-stats/route.ts	GET	yes	-	-
clients/health-dashboard/route.ts	GET	yes	-	-
clients/special-dates/route.ts	GET	yes	-	-
clients/health-all/route.ts	GET	yes	-	-
clients/export/route.ts	GET	yes	-	-
clients/portal-token/route.ts	POST	yes	-	-
clients/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
clients/import/route.ts	POST	yes	-	-
clients/onboarding-welcome/route.ts	POST	yes	-	-
clients/health-score/route.ts	GET	yes	-	-
clients/timeline/route.ts	GET	yes	-	-
clients/dormant/route.ts	GET	yes	-	-
clients/broadcast/route.ts	GET,POST	yes	-	-
clients/winback-campaigns/route.ts	GET	yes	-	-
clients/winback-send/route.ts	POST	yes	-	-
expense-categories/[id]/route.ts	DELETE,PATCH	yes	-	-
status-updates/generate/route.ts	POST	yes	-	-
status-updates/[id]/route.ts	DELETE,PATCH	yes	-	-
contract-templates/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
settings/branding/route.ts	PATCH	yes	-	-
webhooks/fire/route.ts	POST	yes	-	-
knowledge/ai-generate/route.ts	POST	yes	-	-
retrospectives/projects/route.ts	GET	yes	-	-
retrospectives/generate/route.ts	POST	yes	-	-
retrospectives/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
retrospectives/stats/route.ts	GET	yes	-	-
time-tracker/widget-data/route.ts	GET	yes	-	-
time-tracker/batch-tag/route.ts	GET,POST	yes	-	-
content-calendar/batch-ideas/route.ts	POST	yes	-	-
content-calendar/generate/route.ts	POST	yes	-	-
content-calendar/[id]/route.ts	DELETE,GET,PATCH,PUT	yes	-	-
knowledge-base/ask/route.ts	POST	yes	-	-
knowledge-base/[id]/route.ts	DELETE,GET,PATCH,PUT	yes	-	-
email-responses/generate/route.ts	POST	yes	-	-
digest-preferences/send-now/route.ts	POST	yes	-	-
ai/tax-summary/route.ts	POST	yes	-	-
ai/generate-milestones/route.ts	POST	yes	-	-
ai/insights/route.ts	POST	yes	-	-
ai/client-summary/route.ts	POST	yes	-	-
ai/enhance-description/route.ts	POST	yes	-	-
ai/advisor/route.ts	POST	yes	-	-
ai/contract/route.ts	POST	yes	-	-
ai/name-project/route.ts	POST	yes	-	-
ai/objection-handler/route.ts	POST	yes	-	-
ai/quote-generator/route.ts	POST	yes	-	-
ai/categorize-expense/route.ts	POST	yes	-	-
ai/chat/route.ts	POST	yes	-	-
ai/project-summary/route.ts	POST	yes	-	-
ai/approval-request/route.ts	POST	yes	-	-
ai/invoice-title/route.ts	POST	yes	-	-
ai/smart-brief/route.ts	GET	yes	-	-
ai/lead-score/route.ts	POST	yes	-	-
webhooks/[id]/route.ts	DELETE,PATCH	yes	-	-
auto-reminders/log/route.ts	GET	yes	-	-
auto-reminders/send-now/route.ts	POST	yes	-	-
cover-letters/generate/route.ts	POST	yes	-	-
cover-letters/[id]/route.ts	DELETE,PATCH	yes	-	-
kickoff-emails/generate/route.ts	POST	yes	-	-
retainer-contracts/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
booking-requests/[id]/route.ts	DELETE,PATCH	yes	-	-
outreach/bulk-generate/route.ts	POST	yes	-	-
outreach/messages/route.ts	GET,POST	yes	-	-
project-templates/[id]/route.ts	DELETE,GET,PUT	yes	-	-
webhooks/test/route.ts	POST	yes	-	-
kb/articles/[id]/route.ts	DELETE,PATCH	yes	-	-
kb/public/[slug]/route.ts	GET	-	-	-
outreach-sequences/generate/route.ts	POST	yes	-	-
email-signatures/tagline/route.ts	POST	yes	-	-
email-signatures/generate/route.ts	POST	yes	-	-
email-signatures/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
payment-chasers/generate/route.ts	POST	yes	-	-
payment-chasers/[id]/route.ts	DELETE,PATCH	yes	-	-
quick-tools/project-name/route.ts	POST	yes	-	-
quick-tools/tagline/route.ts	POST	yes	-	-
quick-tools/agenda/route.ts	POST	yes	-	-
quick-tools/follow-up/route.ts	POST	yes	-	-
proposal-templates/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
rate-planner/letter/route.ts	POST	yes	-	-
rate-planner/analyze/route.ts	POST	yes	-	-
profile-optimizer/optimize/route.ts	POST	yes	-	-
profile-optimizer/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
daily-tasks/carry-over/route.ts	POST	yes	-	-
daily-tasks/[id]/route.ts	DELETE,PUT	yes	-	-
negotiation/chat/route.ts	POST	yes	-	-
outreach/sequences/route.ts	DELETE,GET,PATCH,POST	yes	-	-
outreach/generate/route.ts	POST	yes	-	-
outreach/campaigns/route.ts	GET,POST	yes	-	-
outreach/sequence/route.ts	POST	yes	-	-
outreach/send/route.ts	POST	yes	-	-
insurance/analyze/route.ts	POST	yes	-	-
insurance/[id]/route.ts	DELETE,PUT	yes	-	-
negotiation/[id]/route.ts	DELETE,GET,PUT	yes	-	-
export/clients/route.ts	GET	yes	-	-
export/invoices/route.ts	GET	yes	-	-
export/expenses/route.ts	GET	yes	-	-
export/contracts/route.ts	GET	yes	-	-
export/projects/route.ts	GET	yes	-	-
export/[dataset]/route.ts	GET	yes	-	-
export/time-entries/route.ts	GET	yes	-	-
account/delete/route.ts	DELETE	yes	-	-
account/export/route.ts	GET	yes	-	-
time-entries/suggest/route.ts	POST	yes	-	-
time-entries/submit-for-approval/route.ts	POST	yes	-	-
time-entries/bulk/route.ts	POST	yes	-	-
time-entries/bill/route.ts	POST	yes	-	-
time-entries/update/route.ts	PATCH	yes	-	-
time-entries/suggest-tags/route.ts	POST	yes	-	-
time-entries/heatmap/route.ts	GET	yes	-	-
time-entries/export/route.ts	GET	yes	-	-
time-entries/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
time-entries/import/route.ts	POST	yes	-	-
time-entries/stats/route.ts	GET	yes	-	-
time-entries/analytics/route.ts	GET	yes	-	-
brief-extractor/extract/route.ts	POST	yes	-	-
annual-review/collect/route.ts	GET	yes	-	-
annual-review/generate/route.ts	POST	yes	-	-
annual-review/stats/route.ts	GET	yes	-	-
survey/[token]/route.ts	POST	-	-	-
outreach/prospects/route.ts	GET,POST	yes	-	-
outreach/generate-email/route.ts	POST	yes	-	-
outreach/contacts/route.ts	DELETE,GET,PATCH,POST	yes	-	-
outreach/ai-generate/route.ts	POST	yes	-	-
ai/late-payment-script/route.ts	POST	yes	-	-
ai/standup/route.ts	POST	yes	-	-
ai/scan-receipt/route.ts	POST	yes	-	-
ai/project-brief/route.ts	POST	yes	-	-
ai/compose-email/route.ts	POST	yes	-	-
ai/collab-invite/route.ts	POST	yes	-	-
ai/client-brief/route.ts	POST	yes	-	-
ai/completion-email/route.ts	POST	yes	-	-
ai/expense-insights/route.ts	POST	yes	-	-
ai/next-action/route.ts	GET	yes	-	-
ai/week-summary-email/route.ts	POST	yes	-	-
ai/client-risk/route.ts	POST	yes	-	-
ai/proposal/route.ts	POST	yes	-	-
ai/generate-bio/route.ts	POST	yes	-	-
ai/contract-risk/route.ts	POST	yes	-	-
ai/invoice-email/route.ts	POST	yes	-	-
ai/checkpoint-email/route.ts	POST	yes	-	-
ai/daily-summary/route.ts	POST	yes	-	-
ai/scope-check/route.ts	POST	yes	-	-
ai/referral-email/route.ts	POST	yes	-	-
ai/proposal-feedback/route.ts	POST	yes	-	-
ai/proposal-score/route.ts	POST	yes	-	-
ai/invoice-items/route.ts	POST	yes	-	-
ai/invoice-summary/route.ts	POST	yes	-	-
ai/rate-negotiation/route.ts	POST	yes	-	-
ai/rewrite-email/route.ts	POST	yes	-	-
ai/generate-scope/route.ts	POST	yes	-	-
ai/price-increase-email/route.ts	POST	yes	-	-
ai/receipt-email/route.ts	POST	yes	-	-
ai/goal-suggestion/route.ts	POST	yes	-	-
ai/risk/route.ts	POST	yes	-	-
ai/kickoff-email/route.ts	POST	yes	-	-
tools/scope-creep/analyze/route.ts	POST	yes	-	-
tools/case-study/projects/route.ts	GET	yes	-	-
tools/cold-pitch/variations/route.ts	POST	yes	-	-
tools/cold-pitch/generate/route.ts	POST	yes	-	-
tools/business-plan/generate/route.ts	POST	yes	-	-
tools/business-plan/[id]/route.ts	DELETE,GET,PUT	yes	-	-
tools/meeting-notes/analyze/route.ts	POST	yes	-	-
ai/contract-from-proposal/route.ts	POST	yes	-	-
ai/expense-memo/route.ts	POST	yes	-	-
ai/winback-email/route.ts	POST	yes	-	-
ai/budget/route.ts	GET	yes	-	-
ai/business-insight/route.ts	POST	yes	-	-
outreach-dms/generate/route.ts	POST	yes	-	-
outreach-dms/[id]/route.ts	DELETE,PATCH	yes	-	-
outreach-dms/stats/route.ts	GET	yes	-	-
smtp/test/route.ts	POST	yes	-	-
smtp/connection/route.ts	GET	yes	-	-
smtp/sync/route.ts	GET,POST	yes	-	-
smtp/disconnect/route.ts	DELETE	yes	-	-
smtp/connect/route.ts	POST	yes	-	-
competitor-analysis/analyze/route.ts	POST	yes	-	-
competitor-analysis/[id]/route.ts	DELETE,GET	yes	-	-
business-plans/generate/route.ts	POST	yes	-	-
business-plans/[id]/route.ts	DELETE,GET,PUT	yes	-	-
project-templates-v2/use/route.ts	POST	yes	-	-
content-briefs/generate/route.ts	POST	yes	-	-
content-briefs/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
positioning-statements/generate/route.ts	POST	yes	-	-
kanban/cards/route.ts	POST	yes	-	-
kanban/boards/route.ts	GET,POST	yes	-	-
revenue-goals/progress/route.ts	GET	yes	-	-
revenue-goals/advice/route.ts	POST	yes	-	-
revenue-goals/milestones/route.ts	GET,POST	yes	-	-
revenue-goals/[id]/route.ts	DELETE,PATCH	yes	-	-
packages/[id]/route.ts	DELETE,PATCH	yes	-	-
health-dashboard/digest/route.ts	POST	yes	-	-
health-dashboard/history/route.ts	GET	yes	-	-
budgets/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
sign/[token]/route.ts	POST	-	-	-
pricing/saved/route.ts	GET	-	-	-
pricing/market-benchmarks/route.ts	GET	-	-	-
pricing/calculate/route.ts	POST	yes	-	-
pricing/justify/route.ts	POST	yes	-	-
credit-notes/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
currency/convert/route.ts	POST	-	-	-
tools/win-back/generate/route.ts	POST	yes	-	-
tools/win-back/send/route.ts	POST	yes	-	-
tools/timezone-planner/suggest/route.ts	POST	yes	-	-
tools/timezone-planner/invite/route.ts	POST	yes	-	-
tools/newsletter/context/route.ts	GET	yes	-	-
tools/newsletter/recipients/route.ts	GET	yes	-	-
tools/newsletter/generate/route.ts	POST	yes	-	-
tools/newsletter/send/route.ts	POST	yes	-	-
tools/scope-creep/change-order/route.ts	POST	yes	-	-
tools/meeting-notes/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
portal/[token]/contact/route.ts	POST	-	-	-
portal/[token]/messages/route.ts	GET,POST	-	-	-
calendar/subscribe/[token]/route.ts	GET	-	-	-
generated-contracts/public/[token]/route.ts	GET	-	-	-
meeting-notes/action-items/route.ts	GET	yes	-	-
meeting-notes/generate/route.ts	POST	yes	-	-
meeting-notes/extract/route.ts	POST	yes	-	-
meeting-notes/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
meeting-notes/process/route.ts	POST	yes	-	-
recurring-tasks/[id]/trigger/route.ts	POST	yes	-	-
tools/welcome-kit/clients/route.ts	GET	yes	-	-
tools/welcome-kit/profile/route.ts	GET	yes	-	-
tools/bio-generator/profile/route.ts	GET	yes	-	-
tools/bio-generator/generate/route.ts	POST	yes	-	-
tools/proposal-scorer/proposals/route.ts	GET	yes	-	-
tools/contract-clauses/saved/route.ts	GET,POST	yes	-	-
tools/contract-clauses/generate/route.ts	POST	yes	-	-
tools/contract-clauses/build/route.ts	GET,POST	yes	-	-
tools/contract-clauses/[id]/route.ts	DELETE,PUT	yes	-	-
tools/contract-clauses/customize/route.ts	POST	yes	-	-
tools/contract-review/analyze/route.ts	POST	yes	-	-
tools/contract-review/counter/route.ts	POST	yes	-	-
tools/scope-estimator/proposal/route.ts	POST	yes	-	-
tools/scope-estimator/analyze/route.ts	POST	yes	-	-
tools/status-update/context/route.ts	GET	yes	-	-
tools/status-update/projects/route.ts	GET	yes	-	-
tools/status-update/generate/route.ts	POST	yes	-	-
tools/status-update/send/route.ts	POST	yes	-	-
tools/performance-review/generate/route.ts	POST	yes	-	-
tools/performance-review/data/route.ts	GET	yes	-	-
tools/contract-generator/generate/route.ts	POST	yes	-	-
tools/contract-generator/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
niche-packages/analyze/route.ts	POST	yes	-	-
niche-packages/[id]/route.ts	DELETE,GET,PUT	yes	-	-
skills-gap/analyze/route.ts	POST	yes	-	-
email/client-welcome/route.ts	POST	yes	-	-
email/time-report/route.ts	POST	yes	-	-
email/send/route.ts	POST	yes	-	-
personal-finance/snapshot/route.ts	GET	yes	-	-
personal-finance/expenses/route.ts	DELETE,GET,POST	yes	-	-
personal-finance/advice/route.ts	POST	yes	-	-
burnout/prevention-plan/route.ts	POST	yes	-	-
billing/status/route.ts	GET	yes	-	-
onboarding/ai-steps/route.ts	POST	yes	-	-
onboarding/client-progress/route.ts	DELETE,PATCH,POST	yes	-	-
onboarding/checklists/route.ts	GET,POST	yes	-	-
onboarding/status/route.ts	GET	yes	-	-
onboarding/client-onboardings/route.ts	DELETE,GET,PATCH,POST	yes	-	-
onboarding/generate/route.ts	POST	yes	-	-
onboarding/templates/route.ts	DELETE,GET,POST	yes	-	-
onboarding/preset-templates/route.ts	GET	-	-	-
onboarding/items/route.ts	GET,PATCH,POST	yes	-	-
onboarding/[id]/route.ts	DELETE,GET,PATCH	yes	-	-
project-pnl/[projectId]/route.ts	GET	yes	-	-
booking-pages/[id]/route.ts	DELETE,GET,PUT	yes	-	-
communications/summarize/route.ts	POST	yes	-	-
communications/follow-ups/route.ts	GET	yes	-	-
communications/[id]/route.ts	DELETE,PATCH,PUT	yes	-	-
proposals/benchmark/route.ts	GET	-	-	-
proposals/win-rate-analysis/route.ts	GET	yes	-	-
proposals/optimize/route.ts	POST	yes	-	-
proposals/price-estimate/route.ts	POST	yes	-	-
proposals/ai-save/route.ts	POST	yes	-	-
proposals/feedback/route.ts	POST	yes	-	-
proposals/v2/route.ts	GET,POST	yes	-	-
proposals/ai-write/route.ts	POST	yes	-	-
contractors/assignments/route.ts	DELETE,GET,PATCH,POST	yes	-	-
contractors/[id]/route.ts	DELETE,GET,PUT	yes	-	-
contractors/summary/route.ts	GET	yes	-	-
handoffs/generate/route.ts	POST	yes	-	-
job-opportunities/score/route.ts	POST	yes	-	-
job-opportunities/[id]/route.ts	DELETE,GET,PATCH,PUT	yes	-	-
notifications/read/route.ts	PATCH	yes	-	-
notifications/smart/route.ts	GET	yes	-	-
notifications/[id]/route.ts	PATCH	yes	-	-
rate-card/check-slug/route.ts	GET	yes	-	-
rate-card/generate-services/route.ts	POST	yes	-	-
rate-card/generate-bio/route.ts	POST	yes	-	-
